1.000000000000000000e+02;0.000000000000000000e+00;1.100000000000000000e+03;1.000000000000000000e+03;1.000000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000000e+03;1.010000000000000000e+03;1.100000000000000000e+03;1.000000000000000000e+02;1.100000000000000000e+03;1.000000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.100000000000000000e+03
1.000000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;1.000000000000000000e+02;1.000000000000000000e+02;0.000000000000000000e+00;1.000000000000000000e+02;1.000000000000000000e+02;0.000000000000000000e+00;1.100000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000000e+02;1.000000000000000000e+03;1.000000000000000000e+03;1.100000000000000000e+03;1.000000000000000000e+03;1.010000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+02;0.000000000000000000e+00
1.000000000000000000e+03;1.000000000000000000e+02;1.100000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+03;0.000000000000000000e+00
1.000000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+02;1.000000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+02
0.000000000000000000e+00;1.100000000000000000e+03;1.000000000000000000e+02;0.000000000000000000e+00;1.000000000000000000e+02;1.000000000000000000e+03;1.000000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+02;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.100000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+02
0.000000000000000000e+00;1.100000000000000000e+03;1.110000000000000000e+03;1.000000000000000000e+03;1.100000000000000000e+03;1.000000000000000000e+02;1.000000000000000000e+02;1.000000000000000000e+02;0.000000000000000000e+00;1.000000000000000000e+02
